commonName,lat,lon,is_pure_bus,id,lines
Alperton Underground Station,51.540627,-0.29961,0,940GZZLUALP,"224, 79, Piccadilly"
Alpha Close,51.52709,-0.16415,1,490003269N,"113, 13, 274, N113"
Alpha Close,51.52756,-0.16467,1,490003269S,"113, 13, 274, N113"
Alpha Place,51.3828,-0.22324,1,490016460S,293
Alpha Place,51.38395,-0.22467,1,490016460N,293
Alpha Road,51.61981,-0.01723,1,490003270A,"215, 397, 97, N26"
Alpha Road,51.62024,-0.01701,1,490003270B,"215, 397, 97, N26"
Alsace Road,51.48706,-0.08445,1,490003274S,"136, 343, 42, N343"
Alsace Road,51.48727,-0.08489,1,490003274N,"136, 343, 42, N343"
Alscot Road,51.49362,-0.07444,1,490003275W,"1, 78, N1"
Alscot Road,51.49368,-0.07436,1,490003275E,"1, 78, N1"
Alston Road,51.6587,-0.2049,1,490005225S,
Alston Road High Barnet,51.65585,-0.20847,1,490003277E,384
Alston Road High Barnet,51.6562,-0.20749,1,490003277W,384
Altab Ali Park,51.5167,-0.06852,1,490018832E,"205, 25, 254, N205, N25, N253"
Altab Ali Park,51.51694,-0.06778,1,490006827W,"205, 25, 254, N205, N25, N253"
Altash Gardens,51.4332,0.06151,1,490003279N,314
Altmore Avenue,51.53361,0.05919,1,490003280W,"238, 300, 325, 5, N15"
Altmore Avenue,51.53366,0.05847,1,490003280X,"238, 300, 325, 5, N15"
Alton Close,51.47465,-0.32974,1,490016404N,H28
Alton Close,51.47531,-0.33077,1,490016403S,H28
Alton Road,51.36876,-0.11824,1,490003281S,"289, 439, 663"
Alton Road,51.36881,-0.11844,1,490003281N,"289, 407, 410, 439, 663"
Altyre Way,51.39178,-0.03841,1,490013532W,"194, 356, 358"
Altyre Way,51.39194,-0.03721,1,490015526E,"194, 356, 358"
Alvanley Gardens,51.55262,-0.1875,1,490003282S,"113, 13, N113"
Alwold Crescent,51.4488,0.02515,1,490003283S,"160, 660, B15"
Amberden Avenue,51.59203,-0.18927,1,490003285E,"112, 232"
Amblecote Road,51.43157,0.02649,1,490003290W,"124, 126, 624, N136"
Amblecote Road,51.43163,0.02537,1,490003290E,"124, 126, 624, N136"
Ambleside Avenue,51.42721,-0.13441,1,490003292S1,"201, 333, 57"
Ambleside Avenue,51.42746,-0.13406,1,490003292S2,"201, 333, 57"
Ambleside Avenue,51.54735,0.19874,1,490003291S,"165, 365, 372"
Ambleside Avenue,51.54791,0.1992,1,490003291N,"165, 365, 372"
Amen Corner,51.42245,-0.16047,1,490003295N,"127, 264, 270, 280, 333, 355, 44, 57, 77, N44"
Amen Corner,51.42263,-0.15897,1,490005830W,"127, 333, 57"
Amen Corner,51.42367,-0.16189,1,490003295U,"127, 264, 270, 280, 333, 355, 44, 57, 77, N44"
Amersham,51.674207,-0.60759,0,HUBAMR,"Chiltern Railways, Metropolitan"
Amersham Road,51.47334,-0.03214,1,490003298S,"136, 21, 321, 436, N136, N21"
Amersham Road,51.47353,-0.03344,1,490003298N,"136, 171, 172, 21, 321, 436, N136, N171, N21"
Amesbury Drive,51.63745,-0.01227,1,490003299S,215
Amesbury Drive,51.63851,-0.01215,1,490003299N,215
Amherst Close,51.39368,0.10461,1,490000398Y,R3
Amherst Close,51.39394,0.10305,1,490000398Z,R3
Amherst Drive,51.39407,0.10181,1,490018673Z,R3
Amherst Road,51.51878,-0.31064,1,490003303N,"297, E10"
Amhurst Park,51.57374,-0.08758,1,490003306E,"259, 279, N279"
Amhurst Park / Stamford Lodge,51.57379,-0.07449,1,490012524C,"253, 254, 310, N253"
Amhurst Road,51.55602,-0.07465,1,490003307P,"149, 243, 67, 76"
Amhurst Road / Dalston Lane,51.54961,-0.06129,1,490001128P,276
Amhurst Road / Hackney Downs Station,51.54865,-0.05841,1,490001128L,"106, 242, 253, 254, 276, 30, 38, 55, N242, N253, N38, N55"
Amity Road,51.53708,0.01331,1,490003309W,"104, 238"
Amity Road,51.53724,0.01166,1,490003309E,"104, 238"
Ampere Way,51.38214,-0.12344,0,4900ZZCRAMP0,
Ampere Way,51.38222,-0.12386,0,4900ZZCRAMP1,
Ampere Way Tram Stop,51.382238,-0.123654,0,940GZZCRAMP,"S4, Tram"
Ampere Way Tram Stop  / Valley Park,51.38238,-0.12388,1,490002004E,S4
Amwell Street / Merlin Street,51.5273,-0.10896,1,490018492S,
Amwell Street / Merlin Street,51.5274,-0.10911,1,490018492N,
Amwell Street / River Street,51.52914,-0.11027,1,490018491S,
Amwell Street / River Street,51.52921,-0.11037,1,490018491N,"19, 341, 38, N19, N38, N41"
Amyruth Road,51.45365,-0.02811,1,490000368Z,284
Anchor Close,51.52391,0.11211,1,490009651S,"EL1, EL3"
Anchor Street,51.49158,-0.06062,1,490003311N,"1, 381, N1, N381"
Anchor Street,51.49217,-0.06139,1,490003311E,"1, 381, N1, N381, P12"
Anchor and Hope Lane,51.48897,0.0304,1,490003310N,"180, 472, 486"
Anchor and Hope Lane,51.49021,0.02863,1,490015312E,"180, 472, 486"
Anderson Drive,51.432902,-0.444195,1,40004402101B,117
Anderson Drive,51.433051,-0.443902,1,40004402101A,117
Anderson Way,51.49712,0.16046,1,490005691E,"180, 401"
Anderson Way,51.49715,0.16012,1,490005691W,"180, 401"
Andover Road,51.37776,0.08148,1,490011037W2,R7
Andover Road,51.3778,0.08187,1,490011037E2,R7
Andrew Street,51.51459,-0.00853,1,490003315F,D8
Andrews Close,51.37924,-0.22602,1,490020237S,S3
Andrews Road,51.53429,-0.05963,1,490016362W,
Anerley / the Mitre,51.40627,-0.06464,1,490003318E,"157, 197, 356, 75"
Anerley / the Mitre,51.40674,-0.06343,1,490003318AV,"157, 197, 356, 75"
Anerley Hill / Crystal Palace,51.41977,-0.07759,1,490005870F,"157, 249, 358, 410, 432, N3"
Anerley Park,51.41325,-0.06877,1,490003319N,"157, 249, 358, 432, N3"
Anerley Park / Anerley Road,51.41284,-0.06788,1,490003319S,354
Anerley Park / Anerley Road,51.41326,-0.06792,1,490008537N,354
Anerley Park Road / Thicket Road,51.41619,-0.06669,1,490015448N,354
Anerley Road / Anerley Station,51.41189,-0.06683,1,490001007AB,"157, 249, 354, 358, 432, N3"
Anerley Road / Anerley Station,51.41208,-0.0669,1,490001007AA,"157, 249, 354, 358, 432, N3"
Anerley Road / Croydon Road,51.40922,-0.06007,1,490003317AH,"157, 354, 358, N3"
Anerley Road / Oak Grove Road,51.40902,-0.05863,1,490003317AJ,"197, 356, 358, 75, N3"
Anerley Road / Oak Grove Road,51.40907,-0.0588,1,490003317AK,"197, 356, 358, 75, N3"
Anerley Road / Worbeck Road,51.40806,-0.06065,1,490015130AN,"157, 197, 356, 75"
Anerley Station,51.41194,-0.06581,1,490001007E,"249, 432"
Anerley Station,51.41202,-0.06556,1,490001007AD,"249, 432"
Angel Corner,51.61436,-0.0635,1,490003322C,"34, 444"
Angel Corner,51.61473,-0.06358,1,490003322F,"34, 444"
Angel Corner,51.61601,-0.06386,1,490015189E,"149, 259, 279, 349, N279"
Angel Corner,51.61614,-0.06404,1,490010801H,"102, 144, 149, 259, 279, 34, 349, 444, 491, N279"
Angel Corner,51.61669,-0.0636,1,490015189D,"102, 144, 491"
Angel Corner / Silver Street Station,51.61458,-0.06557,1,490003324A,"102, 144, 34, 444, 491, SL1"
Angel Corner / Silver Street Station,51.61487,-0.06537,1,490003324B,"102, 144, 34, 444, 491, SL1"
Angel Hill,51.37377,-0.19472,1,490020131W,S3
Angel Islington,51.53084,-0.10421,1,490003327K,"274, 4, 56"
Angel Islington,51.53168,-0.10519,1,490003327J,"205, 214, 274, 394, 4, 43, 56, N205"
Angel Islington / City Road,51.53165,-0.10474,1,490003327H,"205, 214, 274, 394, 4, 43, 56, N205"
Angel Lane,51.54285,-0.00044,1,490003328U,"158, 241, 308"
Angel Road,0.0,0.0,1,490G00001008,
Angel Road,51.61451,-0.04837,1,4900HC188N,192
Angel Road,51.6146,-0.04813,1,490006440S,192
Angel Station,51.53191,-0.10767,1,490015108S,"205, 214, N205"
Angel Station,51.53337,-0.10564,1,490000007G,"4, 43, 56"
Angel Station,51.53374,-0.10546,1,490000007F,"19, 30, 341, 38, 476, 73, N19, N277, N38, N41, N73"
Angel Station,51.53396,-0.10558,1,490000007X,"341, 38, 476, 56, 73, N277, N38, N73"
Angel Station,51.5343,-0.10537,1,490000007Y,"19, 30, 4, 43, N19, N41"
Angel Underground Station,51.532624,-0.105898,0,940GZZLUAGL,"205, 214, 274, 394, 4, 43, 56, N205, Northern"
Angus Drive,51.5596,-0.39852,1,490014491S,114
Angus Gardens,51.60257,-0.2553,1,490003331W,"186, 204, N5"
Animal Reception Centre,51.45468,-0.45398,1,490003332W,203
Animal Reception Centre,51.45482,-0.45358,1,490003332E,203
Annandale Road,51.44115,0.09557,1,490003333S,"51, 625"
Annandale Road,51.4418,0.09599,1,490003333N,"51, 625"
Annandale Road,51.44379,0.09022,1,490002111Y,B13
Annandale Road,51.44417,0.09074,1,490002111Z,B13
Anne Boleyn's Walk,51.35727,-0.21828,1,490016303N,
Annesley Avenue,51.59362,-0.25907,1,490014985S,"142, 303, 32, N32"
Annesley Road,51.47241,0.02278,1,490003336S,"132, 178, 286, 335"
Annesley Road,51.47323,0.02201,1,490003336N,178
Anson Primary School,51.55385,-0.21832,1,490003337W,226
Anson Primary School,51.55392,-0.21793,1,490003337E,226
Anson Road,51.55337,-0.21768,1,490003338S,"260, 266, 460, N266"
Antill Road,51.5302,-0.03042,1,490015685E,339
Antill Road,51.58463,-0.06706,1,490012525R,"41, N41, W4"
Antlers Hill,51.6453,-0.00864,1,490003340S,379
Antlers Hill / Deerleap Grove,51.64321,-0.00829,1,490006024S,379
Aperfield Inn,51.30164,0.05238,1,490013361S,246
Aperfield Inn,51.30197,0.05208,1,490013361N,246
Aperfield Road,51.30734,0.04388,1,490003341E,246
Aperfield Road,51.30843,0.04336,1,490018980S,"246, R8"
Apex Corner,51.62089,-0.25332,1,490003642N1,"113, 186, 292, 384, 606, N113"
Apex Corner,51.62096,-0.25359,1,490003642N,"113, 186, N113"
Apex Corner,51.62276,-0.25475,1,490003342N,"292, 384, 606"
Apex Corner,51.62283,-0.25428,1,490003342S,"292, 384, 606"
Apex Corner / Country Way,51.43584,-0.38023,1,490015344W,290
Apex Corner / Country Way,51.43627,-0.38045,1,490015344E,290
Apex Corner / Hampton Road West,51.43701,-0.37966,1,490015342S1,"285, 490"
Apex Corner / Hampton Road West,51.43725,-0.38054,1,490015342W1,"285, 490"
Apollo Place,51.55902,0.00535,1,490003343W,"339, W13"
Apothecary Street,51.51329,-0.10409,1,490000023K,
Apple Tree Avenue,51.51744,-0.46328,1,490003348W,"U1, U3, U5"
Apple Tree Avenue,51.51761,-0.46312,1,490003348E,"U1, U3, U5"
Applegarth,51.3532,-0.02401,1,490003345W,"130, 64, 664"
Applegarth,51.35346,-0.0241,1,490003345E,"130, 64, 664"
Appleton Road,51.46052,0.04518,1,490003347E,"132, 286"
Appleton Road,51.46057,0.04414,1,490003347W,"132, 286"
Appold Street,51.52175,-0.08121,1,490016576AP,42
Aquila Estate,51.39932,0.05918,1,490018906N,R7
Arabella Drive,51.46465,-0.24977,1,490011231Z,969
Aragon Road,51.42918,-0.30363,1,490000884Z,K5
Aragon School,51.389,-0.2185,1,490013830W,413
Aragon School,51.389,-0.21786,1,490013830E,413
Arbery Road,51.52882,-0.03822,1,490003352S,"277, 339, 425, D6, N277"
Arbery Road,51.52896,-0.03852,1,490003352N,"277, 339, 425, D6, N277"
Arbour Square,51.51349,-0.04796,1,490003353E,"115, 135, 15, N15, N550"
Arbour Way,51.54715,0.20062,1,490003354S,252
Arbour Way,51.54754,0.20026,1,490003354N,252
Arbroath Road,51.46365,0.05087,1,490003355S,"122, 161"
Arbroath Road,51.46399,0.05139,1,490003355N,"122, 161"
Arbrook Lane,51.364284,-0.354889,1,40004405147B,K3
Arbrook Lane,51.36444,-0.355113,1,40004405147A,K3
Arbuthnot Lane,51.44684,0.13409,1,490003357S,269
Arbuthnot Lane,51.44795,0.13536,1,490003357N,269
Arbuthnot Road,51.47109,-0.04074,1,490003358N,"343, N343"
Arcadian Gardens,51.60574,-0.11167,1,490012152N,"121, 141, 232, 329, 629, N29"
Arcadian Gardens,51.60701,-0.11092,1,490009709S,"121, 141, 232, 329, 629, N29"
Archbishop Tenison's School,51.48303,-0.11554,1,490003359A,"185, 36, 436, N136"
Archbishop Tenison's School,51.48321,-0.11633,1,490003359B,"185, 36, 436, N136"
Archdale Place,51.40458,-0.27724,1,490006079E,"131, K5, N87"
Archway / Macdonald Road,51.56556,-0.1364,1,490009499S,
Archway Bridge,51.57046,-0.13871,1,490003362E,W5
Archway Bridge,51.57074,-0.13798,1,490003362W,W5
Archway Road,51.56653,-0.133,1,490003363N,"210, 310, 41, N41"
Archway Road / St John's Way,51.56676,-0.13299,1,490003363M,"210, 310, 41, N41"
Archway Station,51.56483,-0.13482,1,490000008W,"134, 210, 234, 310, 390, 41, N20"
Archway Station,51.56491,-0.13478,1,490000008RR,
Archway Station,51.56493,-0.13496,1,490000008U,"134, 390, N20"
Archway Station,51.5661,-0.1352,1,490000008NW,"143, 263, 4, C11, N271, W5"
Archway Station,51.56639,-0.13514,1,490000008Z,"234, 41"
Archway Station,51.56644,-0.13634,1,490000008C,"143, 210, 263, 310, 4, C11, N271, W5"
Archway Station   / Holloway Road,51.56536,-0.13413,1,490000008Y,"17, 263, 43, N271, N41"
Archway Station  / Holloway Road,51.56546,-0.13375,1,490000008R,"17, 263, 43, N271, N41"
Archway Underground Station,51.565478,-0.134819,0,940GZZLUACY,"134, 17, 234, 263, 43, N20, N271, N41, Northern"
Arden Court Gardens,51.57639,-0.1714,1,490000846Z,H3
Arden Road,51.59496,-0.20517,1,490003366S,"125, 143, 326, 643, 653, 683"
Arden Road,51.5957,-0.2046,1,490003366N,"125, 143, 326, 643, 653, 683"
Ardleigh Green School,51.5846,0.2206,1,490013557S,"256, 294, 646, 656"
Ardleigh Green School,51.58505,0.22061,1,490013557N,"256, 294, 646, 656"
Ardley Close,51.43152,-0.03752,1,490003368S,"181, 202"
Ardley Close,51.43191,-0.0377,1,490003368W,"181, 202"
Ardley Close,51.56202,-0.25269,1,490003061N,112
Ardoch Road,51.4369,-0.00166,1,490007967S,124
Ardoch Road,51.43778,-0.00184,1,490003369N,124
Arena Tram Stop,51.38937,-0.0567,1,490002005E,289
Arena Tram Stop,51.38983,-0.05559,1,490002005W,289
Argall Avenue Industrial Estate,51.57135,-0.03657,1,490016505S,W19
Argall Avenue Industrial Estate,51.57171,-0.0371,1,490016505N,W19
Argyle Gardens,51.55737,0.25771,1,490013455W,"346, 646"
Argyle Gardens,51.55755,0.25879,1,490013455E,"346, 646"
Argyle Road,51.51629,-0.32222,1,490003372W,"E1, E11"
Argyle Road,51.51653,-0.32139,1,490003372E,E1
Argyle Road,51.53361,-0.33129,1,490003370W,95
Argyle Road / Avondale Avenue,51.61337,-0.18614,1,490003373W,221
Argyle Road / Avondale Avenue,51.61356,-0.18639,1,490003373E,221
Argyle Road / Courthouse Road,51.61247,-0.18804,1,490000375Z,326
Argyle Road / Courthouse Road,51.61359,-0.18759,1,490000375Y,326
Ariel Way / White City Bus Station,51.50741,-0.2245,1,490003375WB,"148, 220, 272, 72, 95, N72"
Ariel Way / White City Bus Station,51.50844,-0.22472,1,490018981ZW,"220, 272, N72"
Ark Elvin Academy / Park Lane,51.55351,-0.2918,1,490014378M,"18, N18"
Ark Elvin Academy / Park Lane,51.55365,-0.29214,1,490005584K,"18, N18"
Arkwright Road,51.34817,-0.07786,1,490003377N,412
Arkwright Road,51.34844,-0.07815,1,490003377S,412
Arlington Close,51.44231,0.08727,1,49000HC84S,
Arlington Crescent,51.68216,-0.03344,1,490003378G,"217, 279, 317, 327, 491, N279"
Arlington Drive,51.58359,-0.43208,1,490003379S,H13
Arlington Drive,51.58429,-0.43307,1,490003379N,H13
Arlington Road,51.53665,-0.14266,1,490003380N,"274, 88"
Arlington Road,51.62753,-0.14051,1,490003381S,
Arlington Road,51.62784,-0.14079,1,490003381N,
Armada Point,51.50947,0.07476,1,490018714S,"262, 366, N551"
Armada Point,51.50987,0.07488,1,490018714N,"262, 366, N551"
Armoury Way,51.4583,-0.19668,1,490003383D,"220, 270, 485"
Armoury Way,51.45831,-0.19661,1,490003383E,"170, 220, 270, 337, 37, 485, 670"
Army Reserve Centre,51.3095,-0.1252,1,490013199E,404
Army Reserve Centre,51.54772,-0.46996,1,490008228E,U2
Army Reserve Centre,51.54772,-0.46833,1,490008228W,U2
Armytage Road,51.48273,-0.39411,1,490016383N,H28
Armytage Road,51.48321,-0.39389,1,490016383S,H28
Arnhem Avenue,51.49761,0.247348,1,1590002901,372
Arnhem Avenue,51.497652,0.247523,1,1590003001,372
Arnhem Wharf Primary School,51.49432,-0.02487,1,490006092S,"135, 277, D7, N277, N550"
Arnhem Wharf Primary School,51.49458,-0.02526,1,490006092N,"135, 277, D7, N277, N550"
Arnison Road,51.400579,-0.347966,1,40004405131B,411
Arnison Road,51.401113,-0.34753,1,40004405131A,411
Arnold Road,51.5351,0.14826,1,490003388S,"173, 174, 175, 673"
Arnold Road,51.53604,0.14777,1,490003388N,"173, 174, 175, 673"
Arnold Road,51.5475,-0.37923,1,490003387S,E10
Arnold Road,51.54796,-0.37872,1,490003387N,E10
Arnos Grove Station,51.61596,-0.13295,1,490000009W,"184, 232, 34, N91, SL1"
Arnos Grove Station,51.61599,-0.13376,1,490000009W1,"251, 298"
Arnos Grove Station,51.61618,-0.13346,1,490000009A,"184, 232, 34, 382, N91, SL1"
Arnos Grove Station,51.61621,-0.13388,1,490000009E1,"251, 298"
Arnos Grove Swimming Pool,51.61567,-0.13003,1,490017817W,"184, 232, 34, N91"
Arnsberg Way,51.45724,0.14533,1,490003975W1,
Arragon Gardens,51.41669,-0.12598,1,490003389N,"109, 250, 255, 50, G1, N109, N250"
Arragon Gardens,51.41711,-0.12615,1,490003389S,"109, 250, 255, 50, G1, N109, N250"
Arragon Road,51.44902,-0.32906,1,490013862G,290
Arragon Road,51.53116,0.04312,1,490003390E,"115, 147, 5, 58, N15"
Arrowsmith Road,51.61012,0.10909,1,490018376N,362
Arsenal Underground Station,51.558655,-0.107457,0,940GZZLUASL,"19, 236, 4, N19, Piccadilly"
Arterberry Road,51.41211,-0.22443,1,490003392W2,"131, 57, N87"
Arterberry Road,51.41243,-0.22411,1,490003392W1,"131, 57, N87"
Arterberry Road,51.41838,-0.22781,1,490003393W,200
Arterial Road / West Thurrock,51.489766,0.274491,1,1590012501,372
Arterial Road / West Thurrock,51.490162,0.275404,1,1590012601,372
Arterial Road West Thurrock,51.490162,0.275404,1,159G0012501,372
Artesian Road,51.51583,-0.19542,1,490014402A,"28, 31, 328, 7, 70, N28, N31, N7"
Artillery Close,51.5763,0.08358,1,490008372S,169
Artillery Place / Frances Street,51.48739,0.05766,1,490006981W,"291, 380, 422, 53, 54, N53"
Artillery Place / Frances Street,51.48746,0.0574,1,490006981E,"291, 380, 422, 53, 54, N53"
Artillery Place / John Wilson Street,51.48787,0.06145,1,490008574X,"291, 380, 422, 53, 54, N53"
Arundel Avenue,51.34475,-0.06854,1,490003397S,412
Arundel Avenue,51.34491,-0.0689,1,490003397N,412
Arundel Road,51.59701,0.23246,1,490003401S,"256, 294, 646, 656"
Arundel Road,51.59736,0.23233,1,490003401N,"256, 294, 646, 656"
Ascalon Street,51.47746,-0.14182,1,490011936S,P5
Ascot Gardens,51.52237,-0.37477,1,490005614N,120
Asda Edmonton Green,51.62295,-0.05818,1,4900HC189S,192
Asda Edmonton Green,51.62333,-0.05802,1,490006443Z,192
Ash Grove,51.40627,-0.05754,1,490003436BG,354
Ash Grove,51.40669,-0.05811,1,490003436BE,354
Ash Grove,51.52423,-0.3652,1,490003435W,"105, 95"
Ash Grove,51.52458,-0.36474,1,490003435E,"105, 95"
Ash Road,51.3748,-0.03084,1,490007335S,"194, 198"
Ash Road,51.38401,-0.2136,1,490003448S,"413, 93"
Ash Row,51.3861,0.05813,1,490015902SE,R3
Ash Tree Close,51.38094,-0.30138,1,490013457HU,"465, 671, 71, K1, K4, N65"
Ashbourne Grove,51.61549,-0.25549,1,490003407E,"221, 240, 303, 688"
Ashbourne Rise,51.36598,0.08123,1,490020268N,R4
Ashbourne Rise,51.36617,0.082,1,490020268S,R4
Ashbourne Road,51.41669,-0.15239,1,490003408S,"127, 201"
Ashbourne Road,51.41751,-0.1513,1,490003408N,"127, 201"
Ashbourne Road,51.52915,-0.29234,1,490015498P,"112, 483, N83"
Ashbourne Road,51.61347,0.21882,1,490003409S,"256, 294, 499, 646"
Ashburn Gardens,51.49476,-0.18525,1,490006956D,"74, N74, N97"
Ashburnham Grove,51.47498,-0.01335,1,490003411S,"129, 199, 386, N199"
Ashburnham Grove,51.47526,-0.01313,1,490003411N,"129, 199, 386, N199"
Ashburnham Road,51.43771,-0.31435,1,490003412E,371
Ashburnham Road,51.43783,-0.31429,1,490003412W,371
Ashburton Avenue,51.54871,0.0923,1,490003417N,145
Ashburton Park,51.38479,-0.06408,1,490003419D,"130, 289, 312"
Ashburton Park,51.38487,-0.06379,1,490003419C,"130, 289, 312"
Ashburton Road,51.37449,-0.07421,1,490003420W2,"119, 194, 198, 466"
Ashburton Road,51.37505,-0.07583,1,490003420E,"119, 194, 198, 466"
Ashburton Road,51.37927,-0.07505,1,490015131W1,"289, 312, 367, 689"
Ashchurch Terrace,51.50188,-0.24183,1,490003424S,"218, 306, N266"
Ashcroft Avenue,51.44869,0.09974,1,490002113Z,B13
Ashcroft Court,51.62992,-0.16928,1,490003425E,"125, 251, 34, 628, 688"
Ashdown Road,51.331834,-0.251533,1,40004406052B,166
Ashdown Road,51.332138,-0.25201,1,40004406052A,166
Ashen Vale,51.34748,-0.05207,1,490003426W,"359, 64"
Ashfield Lane,51.41501,0.08176,1,490003427W,"160, 269, 625, 638"
Ashfield Lane,51.41514,0.08184,1,490003427E,"160, 269, 625, 638"
Ashford (Surrey) Rail Station,51.436507,-0.468071,0,910GASFDMSX,"117, 216, South Western Railway"
Ashford Hospital,51.444087,-0.474911,1,40004402014A,"116, 203"
Ashford Hospital,51.444627,-0.474951,1,40004402075A,"116, 203"
Ashford Hospital Entrance,51.4441,-0.47589,1,400G4402014A,"116, 203"
Ashford Railway Station,51.435667,-0.46843,1,400G4402112A,117
Ashford Road,51.422993,-0.447667,1,40004402098A,290
Ashford Road,51.424209,-0.449841,1,40004402098B,290
Ashford Road,51.425896,-0.475661,1,40004402111B,290
Ashford Road,51.426083,-0.476158,1,40004402111A,290
Ashford Road Roundabout,51.425896,-0.475661,1,400G4402111B,290
Ashford Station,51.435614,-0.46918,1,40004402112B,117
Ashford Station,51.435667,-0.46843,1,40004402112A,117
Ashford War Memorial,51.432416,-0.460526,1,40004402106B,"117, 216, 290"
Ashford War Memorial,51.432505,-0.460436,1,40004402106A,"117, 216, 290"
Ashgrove Road,51.4222,-0.0023,1,490003438S2,"208, 320, N199"
Ashgrove Road,51.42228,-0.00262,1,490003438S1,"208, 320, N199"
Ashley Drive,51.4479,-0.36646,1,490018717N,481
Ashley Drive,51.44798,-0.36632,1,490018717S,481
