commonName,lat_x,lon_x,is_pure_bus,id,lines,commonName_clean,line_id,line_name,mode_name,station_id,station_name,lat_y,lon_y,station_modes,station_name_clean
Aldgate Station,51.51408,-0.07493,1.0,490000003R,"100, 115, 15, 242, 25, 254, 343, 42, 78, N15, N25, N253, N550, N551",aldgate station,,,,,,,,,
Aldgate Station,51.514293,-0.074735,1.0,490000003Y,"25, N25, N550",aldgate station,,,,,,,,,
Aldgate Underground Station,51.514246,-0.075689,0.0,940GZZLUALD,"100, 135, 15, 205, 25, 42, 78, Circle, Metropolitan, N15, N205, N25, N550, N551",aldgate underground station,circle,Circle,tube,940GZZLUALD,Aldgate Underground Station,51.514246,-0.075689,"['tube', 'bus']",aldgate underground station
Aldgate Underground Station,51.514246,-0.075689,0.0,940GZZLUALD,"100, 135, 15, 205, 25, 42, 78, Circle, Metropolitan, N15, N205, N25, N550, N551",aldgate underground station,metropolitan,Metropolitan,tube,940GZZLUALD,Aldgate Underground Station,51.514246,-0.075689,"['tube', 'bus']",aldgate underground station
Aldingham Gardens,51.54463,0.19546,1.0,490003185G,"165, 365, 372",aldingham gardens,,,,,,,,,
Aldingham Gardens,51.54518,0.19592,1.0,490003185F,"165, 365, 372",aldingham gardens,,,,,,,,,
Aldridge Avenue,51.62631,-0.26899,1.0,490003188W,288,aldridge avenue,,,,,,,,,
Aldrington Road,51.42502,-0.14066,1.0,490003189N,"201, 333, 57",aldrington road,,,,,,,,,
Aldrington Road,51.42506,-0.14034,1.0,490003189S,"201, 333, 57",aldrington road,,,,,,,,,
Aldrington Road / North,51.42924,-0.13997,1.0,490002346HS,G1,aldrington road / north,,,,,,,,,
Aldrington Road / North,51.42956,-0.14007,1.0,490002346HN,G1,aldrington road / north,,,,,,,,,
Aldwych,51.51192,-0.11912,1.0,490015764E,"15, 26, 341, 76, N15, N199, N21, N26, N550, N551, N89",aldwych,,,,,,,,,
Aldwych,51.5127,-0.11859,1.0,490003191D,"15, 26, 341, 76, N15, N199, N21, N26, N550, N551, N89",aldwych,,,,,,,,,
Aldwych / Australia House,51.51306,-0.11543,1.0,490000293Z,"15, 26, 341, 76, N15, N199, N21, N26, N550, N551, N89",aldwych / australia house,,,,,,,,,
Aldwych / Bush House,51.51319,-0.11701,1.0,490000372Z,"23, 87, 9, N155, N44, N87, N9",aldwych / bush house,,,,,,,,,
Aldwych / Drury Lane,51.51226,-0.11881,1.0,490019703Z,"1, 172, 188, 243, 341, 59, 68, 76, N1, N171, N68, SL6",aldwych / drury lane,,,,,,,,,
Aldwych / Drury Lane,51.51278,-0.11831,1.0,490019703Y,"1, 15, 172, 188, 23, 243, 26, 341, 59, 68, 76, 87, 9, 91, N1, N15, N155, N171, N199, N21, N26, N44, N550, N551, N68, N87, N89, N9, N91, SL6",aldwych / drury lane,,,,,,,,,
Aldwych / Drury Lane,51.51283,-0.11841,1.0,490019703E,"172, 23, 243, 59, 87, 9, N155, N44, N87, N9",aldwych / drury lane,,,,,,,,,
Aldwych / Kingsway,51.51314,-0.11795,1.0,490003191F,"1, 188, 68, 91, N1, N171, N68, N91, SL6",aldwych / kingsway,,,,,,,,,
Aldwych Avenue,51.58076,0.084,1.0,490003194S,169,aldwych avenue,,,,,,,,,
Aldwych Avenue,51.58166,0.08408,1.0,490003194N,169,aldwych avenue,,,,,,,,,
Alers Road,51.45225,0.12865,1.0,490000500ZZ,B13,alers road,,,,,,,,,
Alers Road,51.45241,0.12808,1.0,490000500YY,B13,alers road,,,,,,,,,
Alexander Court,51.45749,-0.18154,1.0,490003200N,219,alexander court,,,,,,,,,
Alexander Road,51.56168,-0.12466,1.0,490003201S,"17, 263, 43, N271, N41",alexander road,,,,,,,,,
Alexander Road / Coulsdon,51.32102,-0.15579,1.0,490000921Y,463,alexander road / coulsdon,,,,,,,,,
Alexander Road / Coulsdon,51.32121,-0.15574,1.0,490000921Z,"463, 633",alexander road / coulsdon,,,,,,,,,
Alexandra Avenue,51.37015,-0.20308,1.0,490003202N1,"613, 80",alexandra avenue,,,,,,,,,
Alexandra Avenue,51.37046,-0.20369,1.0,490003202N2,"613, 80",alexandra avenue,,,,,,,,,
Alexandra Avenue,51.48209,-0.25809,1.0,490004598N,"190, 533",alexandra avenue,,,,,,,,,
Alexandra Avenue,51.5113,-0.37773,1.0,490012241I,"207, 427, N207",alexandra avenue,,,,,,,,,
Alexandra Avenue,51.56394,-0.36596,1.0,490013683E,"114, H9",alexandra avenue,,,,,,,,,
Alexandra Avenue,51.56417,-0.36452,1.0,490013683W,"114, 398, H10, H9",alexandra avenue,,,,,,,,,
Alexandra Avenue,51.5726,-0.36996,1.0,490003204F,H12,alexandra avenue,,,,,,,,,
Alexandra Avenue / Alexandra Palace,51.59829,-0.12665,1.0,490002360HW,184,alexandra avenue / alexandra palace,,,,,,,,,
Alexandra Avenue / Alexandra Palace,51.59846,-0.12613,1.0,490002360HE,184,alexandra avenue / alexandra palace,,,,,,,,,
Alexandra Avenue Health Centre,51.56746,-0.36885,1.0,490003220N,398,alexandra avenue health centre,,,,,,,,,
Alexandra Avenue Health Centre,51.56786,-0.36857,1.0,490003220S,398,alexandra avenue health centre,,,,,,,,,
Alexandra Gardens,51.48095,-0.25891,1.0,490003206S,"190, 533, E3",alexandra gardens,,,,,,,,,
Alexandra Grove,51.56738,-0.10026,1.0,490003208S,"253, 254, 259, 29, 310, N253, N279, N29",alexandra grove,,,,,,,,,
Alexandra Grove,51.568,-0.09975,1.0,490003208E,"253, 254, 259, 29, 310, N253, N279, N29",alexandra grove,,,,,,,,,
Alexandra Palace Garden Centre,51.59234,-0.13392,1.0,490003210S,W3,alexandra palace garden centre,,,,,,,,,
Alexandra Palace Garden Centre,51.59238,-0.13421,1.0,490003210N,W3,alexandra palace garden centre,,,,,,,,,
Alexandra Palace Ice Rink,51.59364,-0.12998,1.0,490003198S,W3,alexandra palace ice rink,,,,,,,,,
Alexandra Palace Ice Rink,51.59532,-0.12786,1.0,490003198N,W3,alexandra palace ice rink,,,,,,,,,
Alexandra Palace Palm Court,51.5931,-0.13304,1.0,490003199S,W3,alexandra palace palm court,,,,,,,,,
Alexandra Palace Palm Court,51.59318,-0.13298,1.0,490003199E,W3,alexandra palace palm court,,,,,,,,,
Alexandra Palace Park,51.596,-0.12426,1.0,490003196E,W3,alexandra palace park,,,,,,,,,
Alexandra Palace Park,51.59603,-0.12485,1.0,490003196W,W3,alexandra palace park,,,,,,,,,
Alexandra Palace Station,51.59809,-0.11964,1.0,490001005D,"184, W3",alexandra palace station,,,,,,,,,
Alexandra Palace Station,51.59828,-0.12002,1.0,490001005C,"184, W3",alexandra palace station,,,,,,,,,
Alexandra Park Road,51.59604,-0.14519,1.0,490003212S,"134, 43, 634",alexandra park road,,,,,,,,,
Alexandra Park Road,51.5962,-0.14544,1.0,490003212N,"134, 43, 634",alexandra park road,,,,,,,,,
Alexandra Park Road / Alexandra Palace,51.59883,-0.12245,1.0,490018814E,184,alexandra park road / alexandra palace,,,,,,,,,
Alexandra Park Road / Alexandra Palace,51.59907,-0.13591,1.0,490018813W,184,alexandra park road / alexandra palace,,,,,,,,,
Alexandra Place,51.38144,-0.08846,1.0,490003214N,410,alexandra place,,,,,,,,,
Alexandra Place,51.38197,-0.08814,1.0,490003214S,410,alexandra place,,,,,,,,,
Alexandra Road,51.41794,-0.28908,1.0,490003215N,371,alexandra road,,,,,,,,,
Alexandra Road,51.41813,-0.28873,1.0,490003215S,371,alexandra road,,,,,,,,,
Alexandra Road,51.53017,0.1908,1.0,490003216S,"165, 365, 372, 652",alexandra road,,,,,,,,,
Alexandra Road,51.53051,0.19068,1.0,490003216N,"165, 365, 372, 652",alexandra road,,,,,,,,,
Alexandra Road,51.58979,-0.2164,1.0,490003218W,"125, 143, 326, 643, 653, 683",alexandra road,,,,,,,,,
Alexandra Road,51.59008,-0.21503,1.0,490003218E,"125, 143, 326, 643, 653, 683",alexandra road,,,,,,,,,
Alexandra Road,51.60895,-0.14309,1.0,490003217W,232,alexandra road,,,,,,,,,
Alexandra Road,51.60943,-0.14246,1.0,490003217E,232,alexandra road,,,,,,,,,
Alexandra Road,51.64734,-0.03936,1.0,490003082E,"191, 313, 491",alexandra road,,,,,,,,,
Alexandra Road,51.64773,-0.03703,1.0,490015127W,191,alexandra road,,,,,,,,,
Alexandra Road / Wimbledon,51.42181,-0.20697,1.0,490014734B,"156, 493, N87",alexandra road / wimbledon,,,,,,,,,
Alexandra Road / Wimbledon,51.42203,-0.20689,1.0,490014734A,"156, 493, N87",alexandra road / wimbledon,,,,,,,,,
Alford House,51.57738,-0.13729,1.0,490000410Z,W5,alford house,,,,,,,,,
Alford Road,51.48415,0.16466,1.0,490013473N,99,alford road,,,,,,,,,
Alford Road,51.48423,0.16486,1.0,490013473S,99,alford road,,,,,,,,,
Alfred Road,51.627235,0.05021,1.0,150042019001,"167, 677",alfred road,,,,,,,,,
Alfred Road,51.627253,0.049719,1.0,150042019002,"167, 677",alfred road,,,,,,,,,
Algar Court,51.41383,-0.36359,1.0,490003224E,"111, 216",algar court,,,,,,,,,
Algernon Road,51.45786,-0.02044,1.0,490003225N,484,algernon road,,,,,,,,,
Alice Lane,51.53405,-0.0335,1.0,490012461N,"8, N8",alice lane,,,,,,,,,
Alice Lane,51.53462,-0.03376,1.0,490012461S,"8, N8",alice lane,,,,,,,,,
All Hallows Church,51.51669,-0.08478,1.0,490003172A,"100, 153, 21, 43",all hallows church,,,,,,,,,
All Hallows Road,51.59898,-0.07736,1.0,490009361N,318,all hallows road,,,,,,,,,
All Hallows Road,51.59905,-0.07683,1.0,490003235S,318,all hallows road,,,,,,,,,
All Saints,51.51113,-0.01291,0.0,4900ZZDLALL1,,all saints,,,,,,,,,
All Saints,51.5112,-0.01311,0.0,4900ZZDLALL2,,all saints,,,,,,,,,
All Saints Church,51.302107,-0.329914,1.0,40004408188A,465,all saints church,,,,,,,,,
All Saints Church,51.302408,-0.329587,1.0,40004408188B,465,all saints church,,,,,,,,,
All Saints Church,51.41087,-0.0863,1.0,490015128S,249,all saints church,,,,,,,,,
All Saints Church,51.41138,-0.08602,1.0,490015128E,249,all saints church,,,,,,,,,
All Saints Church,51.47813,0.06607,1.0,490003243N,386,all saints church,,,,,,,,,
All Saints Church,51.48339,0.1474,1.0,490003247S,"401, 601",all saints church,,,,,,,,,
All Saints Church,51.62613,-0.06547,1.0,490003245W,"616, W8",all saints church,,,,,,,,,
All Saints Church,51.62635,-0.06591,1.0,490003245E,"616, W8",all saints church,,,,,,,,,
All Saints Church / Clarence Street,51.41098,-0.30605,1.0,490003249P3,411,all saints church / clarence street,,,,,,,,,
All Saints DLR Station,51.511,-0.013135,0.0,940GZZDLALL,"108, 115, 15, 309, D6, D7, D8, DLR, N15, N551",all saints dlr station,dlr,DLR,dlr,940GZZDLALL,All Saints DLR Station,51.511,-0.013135,"['dlr', 'bus']",all saints dlr station
All Saints Mews,51.61175,-0.33485,1.0,490003251W,"340, 640, H12, H19",all saints mews,,,,,,,,,
All Saints Mews,51.61202,-0.33435,1.0,490003251E,"340, 640, H12, H18, H19",all saints mews,,,,,,,,,
All Saints Road,51.50196,-0.27003,1.0,490003252E1,440,all saints road,,,,,,,,,
All Saints School,51.307185,-0.331595,1.0,40004408189B,465,all saints school,,,,,,,,,
All Saints School,51.307487,-0.331957,1.0,40004408189A,465,all saints school,,,,,,,,,
All Souls Avenue,51.53373,-0.23432,1.0,490003257S1,187,all souls avenue,,,,,,,,,
All Souls Avenue,51.53385,-0.23338,1.0,490003257S2,187,all souls avenue,,,,,,,,,
All Souls Avenue,51.54035,-0.22512,1.0,490003256S,"302, 52, 6",all souls avenue,,,,,,,,,
All Souls Avenue,51.54101,-0.22588,1.0,490003256N,"302, 52, 6",all souls avenue,,,,,,,,,
Allan Way,51.5238,-0.26635,1.0,490003228W,,allan way,,,,,,,,,
Allandale Avenue,51.59192,-0.1994,1.0,490005488S,"13, 460",allandale avenue,,,,,,,,,
Allandale Avenue,51.59231,-0.19958,1.0,490005488N,"13, 460",allandale avenue,,,,,,,,,
Allen Road,51.52105,0.20905,1.0,490003232W,"165, 287, 652",allen road,,,,,,,,,
Allen Road,51.52134,0.20977,1.0,490003232E,"165, 287, 652",allen road,,,,,,,,,
Allenby Road,51.51953,-0.36804,1.0,490005613S,105,allenby road,,,,,,,,,
Allenby Road,51.51957,-0.3685,1.0,490005613N,105,allenby road,,,,,,,,,
Allendale Road,51.55079,-0.32065,1.0,490003231E,"487, H17",allendale road,,,,,,,,,
Alleyn Road,51.43002,-0.08875,1.0,490003233N,"3, N3",alleyn road,,,,,,,,,
Alliance Road,51.5264,-0.27719,1.0,490003236W,"487, 95",alliance road,,,,,,,,,
Allington Road,51.53215,-0.21053,1.0,490003237E,"187, 316, 6",allington road,,,,,,,,,
Allington Road / Andover Road,51.37709,0.08272,1.0,490003239S,R7,allington road / andover road,,,,,,,,,
Allington Road / Andover Road,51.37722,0.0827,1.0,490003239N,R7,allington road / andover road,,,,,,,,,
Allington Road / Crofton Road,51.37306,0.08218,1.0,490005791S,R7,allington road / crofton road,,,,,,,,,
Allington Road / Crofton Road,51.37334,0.08195,1.0,490005791N,R7,allington road / crofton road,,,,,,,,,
Allison Grove,51.44212,-0.08097,1.0,490003240W,"P13, P4",allison grove,,,,,,,,,
Alloa Road,51.48713,-0.04328,1.0,490003241N,225,alloa road,,,,,,,,,
Alloa Road,51.48779,-0.04369,1.0,490003241S,225,alloa road,,,,,,,,,
Alma Avenue,51.55465,0.22979,1.0,490003258S,193,alma avenue,,,,,,,,,
Alma Avenue,51.55513,0.22974,1.0,490003258N,193,alma avenue,,,,,,,,,
Almington Street,51.56845,-0.11939,1.0,490003261E,"210, 310",almington street,,,,,,,,,
Almington Street,51.56886,-0.11833,1.0,490003261W,"210, 310",almington street,,,,,,,,,
Almond Way,51.38229,0.05666,1.0,490003262HW,R3,almond way,,,,,,,,,
Almond Way,51.38238,0.05655,1.0,490003262W,R3,almond way,,,,,,,,,
Alnwick Road / Mottingham Lane,51.44373,0.02901,1.0,490018683SE,B15,alnwick road / mottingham lane,,,,,,,,,
Alperton Lane,51.53208,-0.31153,1.0,490003265W,95,alperton lane,,,,,,,,,
Alperton Lane,51.5321,-0.30996,1.0,490003265E,95,alperton lane,,,,,,,,,
Alperton Sainsbury's,51.53802,-0.30235,1.0,490003268E1,"224, 245, 297, 83",alperton sainsbury's,,,,,,,,,
Alperton Sainsbury's,51.53802,-0.3021,1.0,490003268E2,224,alperton sainsbury's,,,,,,,,,
Alperton Sainsbury's / Athlon Road,51.5379,-0.30258,1.0,490003268W2,"224, 245, 297, 83",alperton sainsbury's / athlon road,,,,,,,,,
Alperton Station,51.54032,-0.30139,1.0,490003264D,"245, 487",alperton station,,,,,,,,,
Alperton Station,51.54044,-0.30122,1.0,490003264C,"245, 487",alperton station,,,,,,,,,
Alperton Station,51.54054,-0.29893,1.0,490000005A,"224, 297, 483, 83, N83",alperton station,,,,,,,,,
Alperton Station,51.54084,-0.29875,1.0,490000005B,"224, 297, 483, 83, N83",alperton station,,,,,,,,,
Alperton Underground Station,51.540627,-0.29961,0.0,940GZZLUALP,"224, 79, Piccadilly",alperton underground station,piccadilly,Piccadilly,tube,940GZZLUALP,Alperton Underground Station,51.540627,-0.29961,"['bus', 'tube']",alperton underground station
Alpha Close,51.52709,-0.16415,1.0,490003269N,"113, 13, 274, N113",alpha close,,,,,,,,,
Alpha Close,51.52756,-0.16467,1.0,490003269S,"113, 13, 274, N113",alpha close,,,,,,,,,
Alpha Place,51.3828,-0.22324,1.0,490016460S,293,alpha place,,,,,,,,,
Alpha Place,51.38395,-0.22467,1.0,490016460N,293,alpha place,,,,,,,,,
Alpha Road,51.61981,-0.01723,1.0,490003270A,"215, 397, 97, N26",alpha road,,,,,,,,,
Alpha Road,51.62024,-0.01701,1.0,490003270B,"215, 397, 97, N26",alpha road,,,,,,,,,
Alsace Road,51.48706,-0.08445,1.0,490003274S,"136, 343, 42, N343",alsace road,,,,,,,,,
Alsace Road,51.48727,-0.08489,1.0,490003274N,"136, 343, 42, N343",alsace road,,,,,,,,,
Alscot Road,51.49362,-0.07444,1.0,490003275W,"1, 78, N1",alscot road,,,,,,,,,
Alscot Road,51.49368,-0.07436,1.0,490003275E,"1, 78, N1",alscot road,,,,,,,,,
Alston Road,51.6587,-0.2049,1.0,490005225S,,alston road,,,,,,,,,
Alston Road High Barnet,51.65585,-0.20847,1.0,490003277E,384,alston road high barnet,,,,,,,,,
Alston Road High Barnet,51.6562,-0.20749,1.0,490003277W,384,alston road high barnet,,,,,,,,,
Altab Ali Park,51.5167,-0.06852,1.0,490018832E,"205, 25, 254, N205, N25, N253",altab ali park,,,,,,,,,
Altab Ali Park,51.51694,-0.06778,1.0,490006827W,"205, 25, 254, N205, N25, N253",altab ali park,,,,,,,,,
Altash Gardens,51.4332,0.06151,1.0,490003279N,314,altash gardens,,,,,,,,,
Altmore Avenue,51.53361,0.05919,1.0,490003280W,"238, 300, 325, 5, N15",altmore avenue,,,,,,,,,
Altmore Avenue,51.53366,0.05847,1.0,490003280X,"238, 300, 325, 5, N15",altmore avenue,,,,,,,,,
Alton Close,51.47465,-0.32974,1.0,490016404N,H28,alton close,,,,,,,,,
Alton Close,51.47531,-0.33077,1.0,490016403S,H28,alton close,,,,,,,,,
Alton Road,51.36876,-0.11824,1.0,490003281S,"289, 439, 663",alton road,,,,,,,,,
Alton Road,51.36881,-0.11844,1.0,490003281N,"289, 407, 410, 439, 663",alton road,,,,,,,,,
Altyre Way,51.39178,-0.03841,1.0,490013532W,"194, 356, 358",altyre way,,,,,,,,,
Altyre Way,51.39194,-0.03721,1.0,490015526E,"194, 356, 358",altyre way,,,,,,,,,
Alvanley Gardens,51.55262,-0.1875,1.0,490003282S,"113, 13, N113",alvanley gardens,,,,,,,,,
Alwold Crescent,51.4488,0.02515,1.0,490003283S,"160, 660, B15",alwold crescent,,,,,,,,,
Amberden Avenue,51.59203,-0.18927,1.0,490003285E,"112, 232",amberden avenue,,,,,,,,,
Amblecote Road,51.43157,0.02649,1.0,490003290W,"124, 126, 624, N136",amblecote road,,,,,,,,,
Amblecote Road,51.43163,0.02537,1.0,490003290E,"124, 126, 624, N136",amblecote road,,,,,,,,,
Ambleside Avenue,51.42721,-0.13441,1.0,490003292S1,"201, 333, 57",ambleside avenue,,,,,,,,,
Ambleside Avenue,51.42746,-0.13406,1.0,490003292S2,"201, 333, 57",ambleside avenue,,,,,,,,,
Ambleside Avenue,51.54735,0.19874,1.0,490003291S,"165, 365, 372",ambleside avenue,,,,,,,,,
Ambleside Avenue,51.54791,0.1992,1.0,490003291N,"165, 365, 372",ambleside avenue,,,,,,,,,
Amen Corner,51.42245,-0.16047,1.0,490003295N,"127, 264, 270, 280, 333, 355, 44, 57, 77, N44",amen corner,,,,,,,,,
Amen Corner,51.42263,-0.15897,1.0,490005830W,"127, 333, 57",amen corner,,,,,,,,,
Amen Corner,51.42367,-0.16189,1.0,490003295U,"127, 264, 270, 280, 333, 355, 44, 57, 77, N44",amen corner,,,,,,,,,
Amersham,51.674207,-0.60759,0.0,HUBAMR,"Chiltern Railways, Metropolitan",amersham,,,,,,,,,
Amersham Road,51.47334,-0.03214,1.0,490003298S,"136, 21, 321, 436, N136, N21",amersham road,,,,,,,,,
Amersham Road,51.47353,-0.03344,1.0,490003298N,"136, 171, 172, 21, 321, 436, N136, N171, N21",amersham road,,,,,,,,,
,,,,,,,metropolitan,Metropolitan,tube,940GZZLUAMS,Amersham Underground Station,51.674126,-0.607714,['tube'],amersham underground station
Amesbury Drive,51.63745,-0.01227,1.0,490003299S,215,amesbury drive,,,,,,,,,
Amesbury Drive,51.63851,-0.01215,1.0,490003299N,215,amesbury drive,,,,,,,,,
Amherst Close,51.39368,0.10461,1.0,490000398Y,R3,amherst close,,,,,,,,,
Amherst Close,51.39394,0.10305,1.0,490000398Z,R3,amherst close,,,,,,,,,
Amherst Drive,51.39407,0.10181,1.0,490018673Z,R3,amherst drive,,,,,,,,,
Amherst Road,51.51878,-0.31064,1.0,490003303N,"297, E10",amherst road,,,,,,,,,
Amhurst Park,51.57374,-0.08758,1.0,490003306E,"259, 279, N279",amhurst park,,,,,,,,,
Amhurst Park / Stamford Lodge,51.57379,-0.07449,1.0,490012524C,"253, 254, 310, N253",amhurst park / stamford lodge,,,,,,,,,
Amhurst Road,51.55602,-0.07465,1.0,490003307P,"149, 243, 67, 76",amhurst road,,,,,,,,,
Amhurst Road / Dalston Lane,51.54961,-0.06129,1.0,490001128P,276,amhurst road / dalston lane,,,,,,,,,
Amhurst Road / Hackney Downs Station,51.54865,-0.05841,1.0,490001128L,"106, 242, 253, 254, 276, 30, 38, 55, N242, N253, N38, N55",amhurst road / hackney downs station,,,,,,,,,
Amity Road,51.53708,0.01331,1.0,490003309W,"104, 238",amity road,,,,,,,,,
Amity Road,51.53724,0.01166,1.0,490003309E,"104, 238",amity road,,,,,,,,,
Ampere Way,51.38214,-0.12344,0.0,4900ZZCRAMP0,,ampere way,,,,,,,,,
Ampere Way,51.38222,-0.12386,0.0,4900ZZCRAMP1,,ampere way,,,,,,,,,
Ampere Way Tram Stop,51.382238,-0.123654,0.0,940GZZCRAMP,"S4, Tram",ampere way tram stop,,,,,,,,,
Ampere Way Tram Stop  / Valley Park,51.38238,-0.12388,1.0,490002004E,S4,ampere way tram stop  / valley park,,,,,,,,,
Amwell Street / Merlin Street,51.5273,-0.10896,1.0,490018492S,,amwell street / merlin street,,,,,,,,,
Amwell Street / Merlin Street,51.5274,-0.10911,1.0,490018492N,,amwell street / merlin street,,,,,,,,,
Amwell Street / River Street,51.52914,-0.11027,1.0,490018491S,,amwell street / river street,,,,,,,,,
Amwell Street / River Street,51.52921,-0.11037,1.0,490018491N,"19, 341, 38, N19, N38, N41",amwell street / river street,,,,,,,,,
Amyruth Road,51.45365,-0.02811,1.0,490000368Z,284,amyruth road,,,,,,,,,
Anchor and Hope Lane,51.48897,0.0304,1.0,490003310N,"180, 472, 486",anchor and hope lane,,,,,,,,,
Anchor and Hope Lane,51.49021,0.02863,1.0,490015312E,"180, 472, 486",anchor and hope lane,,,,,,,,,
Anchor Close,51.52391,0.11211,1.0,490009651S,"EL1, EL3",anchor close,,,,,,,,,
Anchor Street,51.49158,-0.06062,1.0,490003311N,"1, 381, N1, N381",anchor street,,,,,,,,,
Anchor Street,51.49217,-0.06139,1.0,490003311E,"1, 381, N1, N381, P12",anchor street,,,,,,,,,
Anderson Drive,51.432902,-0.444195,1.0,40004402101B,117,anderson drive,,,,,,,,,
Anderson Drive,51.433051,-0.443902,1.0,40004402101A,117,anderson drive,,,,,,,,,
Anderson Way,51.49712,0.16046,1.0,490005691E,"180, 401",anderson way,,,,,,,,,
Anderson Way,51.49715,0.16012,1.0,490005691W,"180, 401",anderson way,,,,,,,,,
Andover Road,51.37776,0.08148,1.0,490011037W2,R7,andover road,,,,,,,,,
Andover Road,51.3778,0.08187,1.0,490011037E2,R7,andover road,,,,,,,,,
Andrew Street,51.51459,-0.00853,1.0,490003315F,D8,andrew street,,,,,,,,,
Andrews Close,51.37924,-0.22602,1.0,490020237S,S3,andrews close,,,,,,,,,
Andrews Road,51.53429,-0.05963,1.0,490016362W,,andrews road,,,,,,,,,
Anerley / the Mitre,51.40627,-0.06464,1.0,490003318E,"157, 197, 356, 75",anerley / the mitre,,,,,,,,,
Anerley / the Mitre,51.40674,-0.06343,1.0,490003318AV,"157, 197, 356, 75",anerley / the mitre,,,,,,,,,
Anerley Hill / Crystal Palace,51.41977,-0.07759,1.0,490005870F,"157, 249, 358, 410, 432, N3",anerley hill / crystal palace,,,,,,,,,
Anerley Park,51.41325,-0.06877,1.0,490003319N,"157, 249, 358, 432, N3",anerley park,,,,,,,,,
